Unnamed: 0,_id,text,task_1,task_2,inputs,task_2_cat
4466,60c5d6bf5659ea5e55defd43,"CNN is fucking stupid for having George Bushs head attorney on ETHICS to describe why Trump is bad, really?!? Iraq?! Guantanamo?! Dick Cheney?!",HOF,OFFN,0,2
2644,60c5d6bf5659ea5e55df0309,took son into cex this morning to get a new game. went up to pay for it. lad behind desk says good mornin. without a blink of an eye me son shouts back “fuck off you bo smellin goth cunt” whole shop erupts into laughs an cheers. hes only 1 year old!! cheers,HOF,PRFN,0,3
2893,60c5d6bf5659ea5e55df01c5,"@swimgoose666 @Carolinaweeper @WTAE DJ, you poor thing. You have much hate in your heart.    I suggest you get a hug asap.   Is Pride Month not about gay people?  What are we missing here?",NOT,NONE,1,1
4204,60c5d6bf5659ea5e55defbfe,The true stature of the seat and office of PM has been reduced to shamelessness . After such a rap- only the most insolent and treasonous of person would not resign. The HC clearly says you are wilfully ignoring the apocalypse. #ResignModi Before it becomes #ConvictModi https://t.co/Xh1M5vTCDQ,HOF,OFFN,0,2
4343,60c5d6bf5659ea5e55defcc6,@fetishxxxsel letâ€™s not... that ugly bitch doesnâ€™t deserve any â€œhitâ€ tweets,HOF,OFFN,0,2
1537,60c5d6bf5659ea5e55defb4b,"Never we had a leader, cabinet, head of various institutions with combined IQ so low. Any religion or God is as good as it makes the followers treat each other and these saviors fail at that too spitting abuses on social media everywhere. No plan or updates on crisis. #ResignModi",NOT,NONE,1,1
4538,60c5d6bf5659ea5e55def552,We said the last appointment we HAD to get it right. We have to get this one 1000% right otherwise just fold and fuck it off @everton,HOF,PRFN,0,3
3454,60c5d6bf5659ea5e55def3ef,Fucking disgrace. #China State a/c tweet: â€œChina lighting a fire versus India lighting a fire.â€ ðŸ¤¬ #auspol #IndiaCovidCrisis Ping: @SayNoToSino @G_Parker (reported on @cnn) https://t.co/SaSelDKqte,HOF,HATE,0,0
2163,60c5d6bf5659ea5e55df008a,"Heart wrenching to see people gasping for air, left to themselves to die. Praying for the people of India. #IndiaCovidCrisis #COVID19India #IndiaCovidCrisis",NOT,NONE,1,1
1454,60c5d6bf5659ea5e55defbc0,@sri50 Its a shame! #BengalViolence #BengalBurning,NOT,NONE,1,1
1241,60c5d6bf5659ea5e55def77d,"Pls make the #CovidVaccine available.#Ahmednagar Whenever I'm going to book slot for vaccination, it get disappear within fraction of second, like flash sale. Slot opening time is also not fixed, something wrong is happening inside. @Ahmednagarlive  @RTAhmednagar @InfoAhmednagar",NOT,NONE,1,1
5108,60c5d6bf5659ea5e55def115,"Raghuran Rajan says India's Corona crisis has revealed complacency and lack of foresight"".. In Feb Modi was bragging like a fool that ""India has defeated Corona"" #Resign_PM_Modi #ResignHarshvardhan",HOF,OFFN,0,2
4792,60c5d6bf5659ea5e55def8c9,@ZoyaHighVibe @reptardedtrans Shag her anyway!,NOT,NONE,1,1
4085,60c5d6bf5659ea5e55defb5e,whore isnâ€™t even an insult at this point idk why men use it. like how am i gonna be offended by a word that men brainlessly use against virgins it has no meaning,HOF,HATE,0,0
234,60c5d6bf5659ea5e55def174,@madamcolebaybay Yep. I’m a nice guy then boom ain’t one. Like fuck off. Lol,HOF,PRFN,0,3
3005,60c5d6bf5659ea5e55df0475,"This is Crime against Humanity, Modi Ji is a failed PM of India's History.  #ExitModi #ResignModi https://t.co/X7LC7syRBT",HOF,HATE,0,0
2810,60c5d6bf5659ea5e55df0478,I ran a large Fb group for side effects and the amount of PRO-VAX reporting side effects was so alarming. We got shut down Monday! They act like side effects are impossible. I hate it. All these ppl with strokes within a week and docs: “unrelated.” #CovidVaccine https://t.co/ByltiHNz6l,NOT,NONE,1,1
2210,60c5d6bf5659ea5e55df0075,I know it's very cheap joke. But still  🤷‍♂️ Marriage of #BillGates is destroyed by #ChineseVirus 👇🙊😃😂🤣🙈 https://t.co/ytexxTqnuj,NOT,NONE,1,1
4208,60c5d6bf5659ea5e55defc67,Dear @PMOIndia you are responsible for the utter disaster that you have put India in. I blame the deaths of all these people on you. #ResignModi #COVID19India #IndiaCovidCrisis,HOF,HATE,0,0
2989,60c5d6bf5659ea5e55df01a0,weâve got a strong squad but even if we had the strongest squad in the world weâd win nothing with that clueless waistcoat wearing twat in charge,HOF,PRFN,0,3
4761,60c5d6bf5659ea5e55def9dc,"@chigrl When my son was younger I got pretty good at the original Star Wars Battlefront but most of my true gaming skills go back to Pac Man, Donkey Kong, Centipede, Galaga, and Defender",NOT,NONE,1,1
4161,60c5d6bf5659ea5e55defb68,@SynthWaave @DragonflyJonez And telling a player their mom is a whore isnâ€™t actively trying to start a confrontation ðŸ˜‚?,HOF,OFFN,0,2
1265,60c5d6bf5659ea5e55def9b6,@blermthesperm @caryababy Holy shit bro thank you for saving me when I almost drowned in your 200 ft pool. It was so comforting sleeping your Beverly hill mansion with your personal sleeping choir,NOT,NONE,1,1
3878,60c5d6bf5659ea5e55df0145,@TedLasso Lets call you with your nickname at the Spurs. You incredible wanker! ðŸ˜‰ðŸ‘ #toastme,HOF,OFFN,0,2
3822,60c5d6bf5659ea5e55df0205,"Shameless Society , Shame on Such kind of Secularism #BengalBurning",HOF,HATE,0,0
4126,60c5d6bf5659ea5e55defc17,"@Sansm909 @amitydav @Bankim1555 @timesofindia You re wrong, The argument was healthcare infrastructure being better then most countries to the size and density of population. It is the incompetent handling of the covid crisis and misuse of funds by the Go",HOF,HATE,0,0
4900,60c5d6bf5659ea5e55def86a,Wow this asshole is racist. https://t.co/nF5sxAT4f3,HOF,PRFN,0,3
4075,60c5d6bf5659ea5e55defc88,This BJP government deceiving on every occasion with false promises.#ModiKaVaccineJumla,HOF,HATE,0,0
259,60c5d6bf5659ea5e55def265,"Dad has bought himself a Mercedes. Having endless fun saying things like ""hey dad, some pretentious wanker has parked a Merc outside your house"" https://t.co/Z9pUQx0tr0",HOF,PRFN,0,3
3688,60c5d6bf5659ea5e55deff0a,"I think I will pour myself some Scotch. ""And every Englishman is a bastard"": https://t.co/2XjudcukvA",HOF,OFFN,0,2
3376,60c5d6bf5659ea5e55def4b1,"Get the sense that suspending #covidvaccine #patents, while welcome, isn't a solution in countries which don't have the knowledge or capacity to interpret the patent or produce the vaccine.",NOT,NONE,1,1
1577,60c5d6bf5659ea5e55defbdb,Morally bankrupt. Disgraceful. #BoycottChina #propaganda #IndiaCovidCrisis #boycotthuawei #boycottlenovo #freetibet #UyghurGenocide https://t.co/9J90R50dja,NOT,NONE,1,1
4056,60c5d6bf5659ea5e55defc92,"#ModiMustResign #ModiKaVaccineJumla #ModiDisasterForIndia #ModiResign Mr.Modi you say that am ready to die for the country. Now the country is not asking for your life,you are constantly asking for resignation. Resign Modi.Go home,take rest. #ModiMustResign #FarmersProtests https://t.co/6z4A5RNSxt",HOF,HATE,0,0
138,60c5d6bf5659ea5e55def187,Alright which fucker pqrted this https://t.co/qDI8VpqaW5,HOF,PRFN,0,3
95,60c5d6bf5659ea5e55def2c2,Hmmmm that bitch😤😡 https://t.co/S977mmPEGd,HOF,PRFN,0,3
1951,60c5d6bf5659ea5e55df0085,Ur son of a bitch 🖕😇,HOF,PRFN,0,3
3667,60c5d6bf5659ea5e55defeef,@BharadwajSpeaks This is bullshit. It was created in a lab and unleashed by China. #chinesevirus,HOF,HATE,0,0
3715,60c5d6bf5659ea5e55deff16,"This is reality of UP and India Today , shown all over the world. Such a shame for us , wish the Indian media had guts to shown this kind of harsh reality. #IndiaChoked #IndiaCovidCrisis #India #cnn #UPlockdown https://t.co/nWWBjnpIzP",HOF,HATE,0,0
2458,60c5d6bf5659ea5e55df017c,"After having my 2nd vaccine yesterday, I’ve been feeling rather ill, nausea, headache, upset stomach and ache all over, never had this with the first one 🤷‍♀️🤷‍♀️#CovidVaccine #sideeffects #COVID19",NOT,NONE,1,1
4908,60c5d6bf5659ea5e55def95e,@Europarl_EN @ManfredWeber @EPPGroup #TheFutureIsYours Excellent. I want to say I believe you are ostracising #Pakistan due to their stance on raising the issue of #Islamophobia. Your attacks on Pakistan are unfair given you've allowed India to get away w,NOT,NONE,1,1
26,60c5d6bf5659ea5e55def1d5,"@VMBJP @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP First of all i am a real bjp hater. But what just happened shouldn't be happnd again, not only for just a minister or mp whatever, for every single citizen also.This is happening evrywhre in india to minorities of the plces. But the actions of govt is very shameful. #ResignModi",HOF,HATE,0,0
2037,60c5d6bf5659ea5e55deff22,@TorontoStar Reporting the blood clot occurrences the way you are is also hurting the pandemic efforts. #COVID19 #AstraZeneca #CovidVaccine,NOT,NONE,1,1
625,60c5d6bf5659ea5e55def506,@tarang_chawla I am so sorry for what our Australian Indian community is suffering right now. The AUS Govt could &amp; should do so much more to assist India during this Covid crisis. And the ban on Australian citizens returning home from India is blatant racism. 🙏😥 #auspol #IndiaCovidCrisis,HOF,HATE,0,0
2830,60c5d6bf5659ea5e55df04a0,jade the grown ass woman who liked the girl she babysat? don’t piss me off,HOF,PRFN,0,3
1201,60c5d6bf5659ea5e55def9c7,Damn I really wish I was in a band again,NOT,NONE,1,1
440,60c5d6bf5659ea5e55def434,@KashmiriPandit7 @KashmiriPandit7 you all are fools so don't come to teach us our culture #Resign_PM_Modi #boycottbjp #Resign_PM_Modi #ResignModi #ResignPMmodi,HOF,HATE,0,0
3489,60c5d6bf5659ea5e55def3ce,@Ly_Jitsu look at this hooker boi,HOF,OFFN,0,2
390,60c5d6bf5659ea5e55def363,@wormz99 @WUT_Woomer @singtoconley My grandma is 103 and begs for the sweet release of death every day  at 80 I'm going on a cocaine and hooker binge so I can go out how I want too,HOF,PRFN,0,3
545,60c5d6bf5659ea5e55def395,@Mallen_10 @Bazrob86 @scaifey1980 Need 2 like. But I’ll let u know big pimp.,HOF,PRFN,0,3
1909,60c5d6bf5659ea5e55defe2c,"@valeriekeane53 thats just pure bollocks on sticks, thats the elites game to get folk raging against china so their kids will die on a hill for them, the economic ballance switches from east to west and vice versa every 500 years, the west is bankrupt, get used to it rather than wage war 1/2",HOF,PRFN,0,3
755,60c5d6bf5659ea5e55def4d9,Lol asshole got a state pardon only to be hit with fed charges. Take this life sentence and die in jail shitbag. They need to get the child rapist and co worker killer too. https://t.co/8l86N9lMRN,HOF,PRFN,0,3
2137,60c5d6bf5659ea5e55df0028,bitch i’m worth more,HOF,PRFN,0,3
532,60c5d6bf5659ea5e55def3a9,Please keep donating for the #IndiaCovidCrisis - I am scared to check my phone first thing in the morning. https://t.co/ZKl51DAp4p,NOT,NONE,1,1
3293,60c5d6bf5659ea5e55def196,"@mlkhattar @BJP4India @BJP4Bengal I don't support any type of violence. Aap logo dwara laaso ka sauda bardasht ke bahar hai. Please dont divert on bullshit, provide oxygen to everyone. #ResignPMmodi #ResignModi",HOF,PRFN,0,3
3114,60c5d6bf5659ea5e55df0404,"@mmMOUF @CDCarter13 Okay, this isn't fair all top b****** love their pimp.  No kidding, I typed in Trump and pimp and a picture of his wife came up at the top. Not that there's anything wrong with that https://t.co/UWuwPxqxQY",HOF,PRFN,0,3
4605,60c5d6bf5659ea5e55def623,"@9livesrock That's some serious dig bicc energy there but holy shit, how can someone live with that many dogs in their house?",HOF,PRFN,0,3
2181,60c5d6bf5659ea5e55deff04,"Well, got my 1st microchip yesterday! Now my arm feels like I got slugged with brass knuckles. 💉💪👊 #covidvaccine",NOT,NONE,1,1
2833,60c5d6bf5659ea5e55df029c,Bengal elections are the proof of already dead conscience of our pseudo political leaders. #MamtaBanerjee #ResignPMmodi #ElectionResults2021,HOF,HATE,0,0
1700,60c5d6bf5659ea5e55defdc9,They my friends they would do the same hahaha I’m not buying random chicks they own hookah fuck that princess shit https://t.co/6gMJDZBMQY,HOF,PRFN,0,3
3267,60c5d6bf5659ea5e55def2d7,@BJP4India Indian voters : Just shut the mouth seeing climax of modi ji movie. #ResignModi,HOF,OFFN,0,2
265,60c5d6bf5659ea5e55def282,1) Class 12th students are depressed due to exams.   2) India trapped in pandemic.  3) Economy failed.  What we can do now? #ResignModi #ResignPMmodi,NOT,NONE,1,1
5019,60c5d6bf5659ea5e55def1c8,damson cant be nigerian....i would have told all of yall to piss off and went about my day,NOT,NONE,1,1
4874,60c5d6bf5659ea5e55defa26,Box O' Jokes time! - My mom never saw the irony in calling me son-of-a-bitch. - - Box ha and ha and ha!,HOF,PRFN,0,3
2471,60c5d6bf5659ea5e55df00ec,Dear Indians please stop Drinking #CowPee and stop eating #CowDung and plz pray to #AlmightyGod and release #Kashmiries and say sorry to every Kashmiries... before last breath... #Modi destroyed #INDIA #IndiaCovidCrisis,NOT,NONE,1,1
2051,60c5d6bf5659ea5e55defeac,@missmendezuk @Bbmorg Yes I get that you are deliberately being a twat. Go forth and multiply,HOF,PRFN,0,3
1074,60c5d6bf5659ea5e55def7ac,"this is embarrassing on many levels .. hypocrisy , double standards , doosron ko preach karte ho, and he hasn't even said a single thing yet on #BengalBurning such a shame ! https://t.co/jdHHSs1wD6",HOF,HATE,0,0
2583,60c5d6bf5659ea5e55df04c8,"@ndtv This is the failure of state government and central government, The whole nation are burning and the women of Gujarat were celebrating what the hell is happening in our country why they were allowed to prayer in this situation of convid, #ResignPMmodi  #COVIDEmergencyIndia",HOF,HATE,0,0
2950,60c5d6bf5659ea5e55df00c8,"@DeepakNambisan @MortePhoto Quite honestly, I thought sound effects had been dubbed over the actual noise.   Bloody hell ð³",NOT,NONE,1,1
1309,60c5d6bf5659ea5e55defaa9,"I am sorry to say this but bhakts, you deserve this. #ModiKaVaccineJumla",NOT,NONE,1,1
3705,60c5d6bf5659ea5e55df000c,Bloody #Chinese are making in #India! #ChineseVirus https://t.co/kZTh0E2gk6,HOF,PRFN,0,3
2406,60c5d6bf5659ea5e55df027e,Horrible and Heart breaking. Feel the helplessness :( https://t.co/thjGnbTeoY  #IndiaCovidCrisis #PakistanstandswithIndia,NOT,NONE,1,1
2392,60c5d6bf5659ea5e55df0254,Those who are trending this I dare you guys  If you are son/daughter of ur real dad . Than don't take vaccine and don't allow ur parents to take it   #ModiKaVaccineJumla  And still u take vaccine makes u .😝😜,NOT,NONE,1,1
1444,60c5d6bf5659ea5e55defc4b,@malakaddo @NVIDIAGeForce Fuck off dude. I'm not providing a fucking ID for a consumer product. That's ridiculous.,HOF,PRFN,0,3
560,60c5d6bf5659ea5e55def571,SHOOT NOW ASSHOLE,HOF,PRFN,0,3
2099,60c5d6bf5659ea5e55df004b,"#Quran is along with its every single dot practical in all ages. i can justify it! if you have any misunderstandings.   However, ignoring the context intentionally and blaming the text is condemnable and disgusting.  #HinduEcosystem  @amirazizahmedi  #Islamophobia https://t.co/CKp4MKaqbb https://t.co/IaPJ0aktZL",NOT,NONE,1,1
2015,60c5d6bf5659ea5e55defecd,@Acosta @HootHoottooh Acosta once again showing how petty &amp; immature he is.,HOF,OFFN,0,2
4419,60c5d6bf5659ea5e55defe19,@fuckezr @rezent4 @Rzpidz @T0WNLEY @lBarneY_ @LordNikoz @SpooxKs @t7ango idk probs shag ur mum since thats what other gamers do,HOF,PRFN,0,3
3835,60c5d6bf5659ea5e55df01d5,#TuckerCarlson is a dangerous fool! #DrSanjayGupta Sets the record straight about the #COVIDVaccine and Tucker's lies. https://t.co/bTEnewHBI2,HOF,HATE,0,0
1975,60c5d6bf5659ea5e55deff55,What could be worse than the situation in our country where hospitals should be replaced by statues and a new parliament for ministers.Patients lying on the roadside. how shameful?? #FarmLawsWorstThanCOVID #ResignModi https://t.co/v1JTgk97mp,HOF,HATE,0,0
2678,60c5d6bf5659ea5e55df036b,"@mimmymum Schrodinger’s Twat: the situation where Daily Mail readers are both persecuted victims of 'cancel culture' who can’t say a thing these days, while at the same time never shutting the fuck up and spewing out their opinions about fucking everything under the sun 24/7/365. #Fanshawe",HOF,PRFN,0,3
3503,60c5d6bf5659ea5e55def3dd,"@ajitanjum Yes, our PM insulted India at every level with jumla and fake stories. #ModiResign #ModiGovtSeNaHoPayega #ModiKaVaccineJumla #FarmersVsModiVirus #FarmLaws_NextPandemic #FarmersProtest https://t.co/5Urpd8VoXu",HOF,HATE,0,0
566,60c5d6bf5659ea5e55def5ca,@Jayduck16803727 Thanks for the reminder...not a fucking chance will I be watching this bollocks.,HOF,PRFN,0,3
3735,60c5d6bf5659ea5e55deff71,It's a shame that the #SupremeCourt has to tell what is sensible in this country. #CentralVista #ResignModi https://t.co/aXX8xZcY9B,HOF,HATE,0,0
3519,60c5d6bf5659ea5e55def442,"Citizens of India did not deserve to die devoid of basic healthcare, oxygen, beds, ICU, medicines. Lost my father and uncle too ðŸ˜” Incompetents must resign #ResignHarshvardhan #ResignModi #COVIDEmergency #COVID19India #COVIDEmergency2021 #ResignHarshvardhan",HOF,HATE,0,0
5077,60c5d6bf5659ea5e55def0f3,@PCMohanMP @SureshNakhua @amritabhinder @NupurSharmaBJP @IAmErAijaz @sputnikvaccine @HardeepSPuri @khushsundar @TVMohandasPai @KiranKS @MajorPoonia Is been very shameful for India that India is the largest production of all vaccine n medicine. Still India,HOF,OFFN,0,2
2190,60c5d6bf5659ea5e55defff6,And here we don't have a plan for even innoculate people above 45.   #BJP #BjpDestroyedIndia #ModiKaVaccineJumla #CovidIndia #COVID19India https://t.co/nSU4tFWPWc,NOT,NONE,1,1
1453,60c5d6bf5659ea5e55defbbd,@KashmiriPandit7 @narayanagl @BDUTT 1stly that Dr. Mateen needs to be penalised and license cancelled.  The more we ignore that pimp is better. We should completly ignore so that her cravings dies off silently.,HOF,OFFN,0,2
3057,60c5d6bf5659ea5e55df0489,@FamilyKarmaKast I think that having this show on in May 2021 is in poor taste considering all the sick and dying people in India. The show is about rich spoiled Indian families. That is what is wrong with India. The rich do not help the poor. Bad Karma #,NOT,NONE,1,1
2048,60c5d6bf5659ea5e55defffc,Herbalism shop Torrevieja  Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/RsNXZqTKd9,HOF,PRFN,0,3
4242,60c5d6bf5659ea5e55defbf3,Not my dad telling me he canâ€™t do my brakes cause he gets his second shot tomorrow. Nigga fix my shit. ðŸ˜‚,HOF,PRFN,0,3
4966,60c5d6bf5659ea5e55def7a3,robert you can come to me at the end of july :) idk what about abdul .asshole dont keep animals at home. come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley. we can pay for a jet to LA but leave itto Miley,HOF,PRFN,0,3
39,60c5d6bf5659ea5e55def1ed,Spirit and my guides : stop having trust issues  The types of people coming into my life : god damn idiots  Me : https://t.co/BdMFGkPz2P,NOT,NONE,1,1
656,60c5d6bf5659ea5e55def58f,Bloody hell,HOF,PRFN,0,3
4989,60c5d6bf5659ea5e55defab1,@rose_k01 A day after her Dad passing away Barka Dirt is on every International channel with her painted face running narrative of Anti India Anti Modi Broken India !!.This women will perish in her own venom !! U get such evil devilish Vibes seeing her am,HOF,OFFN,0,2
2602,60c5d6bf5659ea5e55df03d0,"Today was hell on wheels!!😩 I’m at that ‘she’s cute when she’s angry😒, She actually might kill someone , fuck off’ stage🤨🤔",HOF,PRFN,0,3
3536,60c5d6bf5659ea5e55def4b4,"This is bad, when people suffer the officials try to cover for the GovernmentðŸ¤¦ðŸ»â€â™‚ï¸ #modiMadeDisaster #ResignModi https://t.co/ON1n96BW2b",HOF,HATE,0,0
4194,60c5d6bf5659ea5e55defc73,"Government failed to listen to scientist &amp; recommendations from Corona committee or they just didnâ€™t have the right aptitude to understand whatâ€™s been Happening; this is what people get when they vote ðŸ—³ for Goons &amp; appoint them as PM, HMO, &amp; their entire cadre #IndiaCovidCrisis https://t.co/uhDjH1MnbB",NOT,NONE,1,1
467,60c5d6bf5659ea5e55def2fd,As independent citizen I have my constitutional rights to have political opinions and I feel noone can force me to change for any reason.  What WB is witnessing is Shame and elected Government is having a responsibility to take care of its citizens under oaths  #BengalBurning,NOT,NONE,1,1
2821,60c5d6bf5659ea5e55df0396,@OwoPath @Ludens_Void https://t.co/VkQWVVNnYA,NOT,NONE,1,1
125,60c5d6bf5659ea5e55def273,@Cocobarra @divybhargav1 @globaltimesnews Yes cause of the virus u created.. Trust me u won't be laughing when karma comes knocking at the doors. #WuhanVirus #CCPVirus #chinavirus #ckmkb,NOT,NONE,1,1
4036,60c5d6bf5659ea5e55defc10,Yet again couldn't agree more to the phrase 'What Bengal thinks today India thinks tomorrow'.Its just the beginning. India you better take lessons from bengal &amp; dethrone the evil in disguise! High time. #ElectionResult #BengalElection2021 #MamataBanerjee #ResignPMmodi #ModiResign,HOF,PRFN,0,3
4748,60c5d6bf5659ea5e55def8e6,@drharshvardhan @PMOIndia @MoHFW_INDIA @narendramodi @BJP4India @JPNadda @AmitShah @AyushmanNHA @moayush @PIB_India @PIBHindi This is a press release.. where is the BOM? Who do u think u r making fool off? Where is this week's allotment on vaccines for st,HOF,OFFN,0,2
4631,60c5d6bf5659ea5e55def873,To Pimp a Monochrome Butterfly https://t.co/skW5tYydmX,HOF,PRFN,0,3
